preillyme	161650
demandrichard	155430
shoemoney	150561
levie	149396
dongatory	145851
_grum	144307
mezzoblue	142484
a	139648
dhh	138857
JD_2020	138126
rkmt	136620
e_kaspersky	136358
joebelfiore	136308
i0n1c	136137
KrisJelbring	135921
chriscoyier	134821
sundarpichai	133692
xlson	131892
jemimakiss	131570
RiotPendragon	126942
lukew	125056
carnalizer	124810
drewhouston	124764
ZacheryNielson	124312
paulsingh	123326
austinnotduncan	118085
scottgu	114551
chpwn	112505
RamyRaoof	111246
jimmy_wales	110685
JonCrawford	109013
zephoria	108886
rocket2guns	107938
LoaiNagati	107723
ZeinabSamir	105362
Joi	104708
pmolyneux	104645
l2k	104556
sorenmacbeth	102489
mkapor	102312
sarahcuda	101526
anamitra	100868
addyosmani	99930
akirareiko	98782
wol_lay	98665
skonnard	98008
jsa	97034
AquaXetine	97023
f	96586
Swiftor	96307
